TotalReturn,MinReturn,Time,Entropy,LossAfter,StdReturn,Perplexity,MeanKL,MaxKL,Iteration,ValueLoss,AverageReturn,LossBefore,NofTrajectories,ItrTime,MaxReturn
231.16,10.48,40244.80840754509,1.30611,2.95837,7.83028575468,3.69178,0.681392,3.70739,3548,12.8203,28.895,3.13383,2048,11.414036273956299,36.97
165.0,10.88,40255.70996141434,1.3164,-5.11821,8.55370095339,3.72999,0.677571,4.1528,3549,12.2572,20.625,-4.96218,2048,10.894472599029541,35.82
227.69,15.62,40267.4492316246,1.31331,0.961975,13.9073986043,3.71847,0.699933,3.32385,3550,19.3817,28.46125,1.18493,2048,11.732364892959595,56.32
175.64,15.9,40279.01384592056,1.31709,-2.18847,5.32155757274,3.73253,0.638376,3.26794,3551,9.86512,21.955,-2.15169,2048,11.557650566101074,31.04
204.21,10.79,40291.142983198166,1.31599,0.496287,13.4375313372,3.72845,0.696487,3.51747,3552,16.477,25.52625,0.71022,2048,12.121786117553711,46.35
196.18,12.55,40302.27751708031,1.30906,-0.44501,7.69351147071,3.70268,0.720397,4.14631,3553,13.3366,24.5225,-0.275827,2048,11.127446174621582,35.99
184.62,15.91,40314.62118053436,1.31606,0.086719,4.69134508963,3.72869,0.726523,4.02851,3554,6.99089,23.0775,0.160168,2048,12.336549997329712,30.72
230.11,10.7,40326.1059346199,1.31052,0.283651,10.556122557,3.70809,0.643033,3.86236,3555,19.3607,28.76375,0.56066,2048,11.477841138839722,40.89
203.46,11.24,40336.67235302925,1.30963,-0.773,9.13519396346,3.70481,0.726179,3.25011,3556,17.346,25.4325,-0.568275,2048,10.559351205825806,40.92
195.68,10.59,40347.53348207474,1.32512,-0.220822,9.11695261587,3.76263,0.641469,2.88428,3557,10.9582,24.46,-0.0848761,2048,10.85399842262268,40.47
175.81,15.62,40359.30170059204,1.31733,0.515848,5.74719918199,3.73344,0.672464,3.52136,3558,7.90353,21.97625,0.693136,2048,11.76115608215332,30.73
187.73,10.73,40371.02146458626,1.32505,-2.99072,11.9788030887,3.76237,0.666208,3.43444,3559,9.51626,23.46625,-2.8091,2048,11.712666273117065,40.64
203.61,2.35,40381.96942591667,1.31364,0.586764,12.719479586,3.71969,0.619551,3.76108,3560,10.9456,25.45125,0.874008,2048,10.9397611618042,45.82
203.81,5.65,40393.33792710304,1.31314,1.9404,10.7770229395,3.71782,0.645385,4.02046,3561,15.5783,25.47625,2.18139,2048,11.360434293746948,45.66
255.31,15.76,40404.49977517128,1.30603,1.2611,9.80754930844,3.69149,0.682838,4.00505,3562,18.0822,31.91375,1.37874,2048,11.154581785202026,41.17
184.48,1.66,40415.37323784828,1.31655,-4.46391,14.0337209962,3.73051,0.730173,2.99108,3563,19.056,23.06,-4.19868,2048,10.866393566131592,51.26
235.68,16.59,40426.15520071983,1.30766,1.72366,9.50037236112,3.69751,0.627116,3.51223,3564,13.8652,29.46,1.93621,2048,10.774725437164307,46.09
231.45,6.59,40436.76229953766,1.31259,-1.60746,12.2963810098,3.7158,0.612877,3.08815,3565,17.5345,28.93125,-1.46365,2048,10.598968982696533,41.35
230.24,15.82,40447.97021770477,1.31694,0.665366,8.42652360111,3.732,0.663648,3.80541,3566,10.2779,28.78,0.802189,2048,11.20031452178955,40.99
241.37,16.14,40459.177480220795,1.31818,0.901944,10.6741796377,3.73662,0.646485,3.43704,3567,19.9343,30.17125,1.10963,2048,11.200154066085815,46.12
206.57,11.28,40470.378912210464,1.31442,-4.52508,13.7568159811,3.72258,0.695185,3.80981,3568,19.3562,25.82125,-4.26104,2048,11.194274425506592,56.45
255.94,2.16,40482.25156998634,1.3299,0.568066,18.015559074,3.78067,0.639235,3.21628,3569,22.5463,31.9925,0.8392,2048,11.866322755813599,51.39
260.15,6.07,40492.74848866463,1.32296,-2.2128,15.2795037857,3.7545,0.65652,3.81522,3570,25.4707,32.51875,-1.85204,2048,10.489318609237671,61.99
169.51,5.4,40504.213660001755,1.31738,-6.42217,9.94739845073,3.73362,0.725973,3.77394,3571,14.9405,21.18875,-6.27593,2048,11.458492040634155,37.42
224.63,7.29,40515.36953616142,1.31417,-1.36997,13.6699903415,3.72165,0.743092,3.09784,3572,22.561,28.07875,-1.1251,2048,11.148925542831421,46.2
229.61,10.76,40527.19415473938,1.3117,1.60523,12.0079124305,3.71249,0.699553,3.13023,3573,12.1887,28.70125,1.70145,2048,11.817710876464844,50.96
243.18,15.66,40538.37968158722,1.31308,-0.613805,11.5041717977,3.71762,0.688061,2.69831,3574,15.6426,30.3975,-0.275939,2048,11.17772889137268,45.64
208.79,10.78,40549.55219626427,1.31023,0.219648,11.8199264354,3.70702,0.642204,4.14109,3575,19.9272,26.09875,0.551456,2048,11.164785146713257,46.28
227.99,20.59,40560.21063327789,1.30824,-1.19848,7.00532018808,3.69966,0.65213,2.98725,3576,10.9939,28.49875,-1.02708,2048,10.651373147964478,40.89
211.6,2.68,40571.73607254028,1.31125,-0.733903,15.9115076281,3.71082,0.599161,4.43926,3577,17.5757,26.45,-0.456951,2048,11.518088579177856,46.4
198.0,12.93,40583.50449800491,1.31279,-0.0365964,9.97795194416,3.71653,0.680308,3.09816,3578,10.6145,24.75,0.190639,2048,11.761176824569702,46.26
272.24,15.94,40594.374507665634,1.31729,0.00459423,15.8889088675,3.7333,0.635039,4.18319,3579,17.9257,34.03,0.283786,2048,10.862322568893433,60.74
236.18,21.19,40605.58077645302,1.31052,0.257171,6.55069986719,3.70811,0.70782,3.09363,3580,16.9805,29.5225,0.449227,2048,11.1989164352417,41.32
235.37,10.75,40616.28781700134,1.31632,-2.14343,13.3292248813,3.72968,0.761918,2.73568,3581,23.3008,29.42125,-1.59607,2048,10.70000958442688,51.13
228.89,5.83,40627.43924498558,1.31429,-2.57246,11.9742613942,3.72212,0.637663,4.12106,3582,20.1356,28.61125,-2.41223,2048,11.144361019134521,46.26
212.54,15.62,40638.0139837265,1.31533,-3.16131,13.1777660759,3.72599,0.640216,4.07053,3583,14.4505,26.5675,-3.05191,2048,10.567482709884644,55.81
178.02,10.77,40648.84217476845,1.30869,0.570837,8.88388956201,3.70133,0.698628,4.16473,3584,11.3335,22.2525,0.771513,2048,10.82115888595581,37.94
142.47,2.72,40660.56812000275,1.32154,-4.23437,10.8473504109,3.74921,0.611647,4.57394,3585,10.109,17.80875,-4.06268,2048,11.718096017837524,35.4
189.17,5.5,40671.2749042511,1.31123,-2.27925,12.6065339581,3.71073,0.728652,3.81694,3586,17.5262,23.64625,-2.04082,2048,10.69984769821167,41.56
194.01,5.83,40682.83576631546,1.30698,0.637962,9.55994434803,3.695,0.72471,3.16556,3587,14.0385,24.25125,0.917478,2048,11.55359172821045,41.29
196.17,7.31,40694.166338682175,1.31134,0.235361,11.0172426649,3.71116,0.693364,3.62678,3588,14.8491,24.52125,0.432317,2048,11.323519229888916,40.9
144.28,2.4,40705.23777079582,1.32138,-5.10355,9.3701854304,3.7486,0.725517,3.59105,3589,9.97444,18.035,-4.92683,2048,11.063613414764404,31.25
188.02,0.79,40716.50766444206,1.31946,-1.7927,14.8389957123,3.74141,0.648152,4.15913,3590,16.2599,23.5025,-1.60061,2048,11.259296178817749,51.47
254.05,16.52,40727.06292176247,1.29469,3.53092,9.40571360597,3.64985,0.727513,3.00243,3591,17.1723,31.75625,3.68409,2048,10.548039436340332,46.16
239.07,15.78,40738.19744467735,1.31951,-0.571595,9.63734265436,3.7416,0.656343,3.22748,3592,16.2345,29.88375,-0.460331,2048,11.127538442611694,46.22
231.15,11.44,40749.271085977554,1.31249,1.42662,12.0385743939,3.7154,0.66866,3.95675,3593,20.4269,28.89375,1.50942,2048,11.065443992614746,47.41
211.51,10.86,40760.501698732376,1.31249,-0.660367,10.9191121863,3.71543,0.670747,4.03212,3594,9.49096,26.43875,-0.521073,2048,11.222571849822998,45.8
208.47,10.96,40771.542508125305,1.31715,-0.98266,12.2907164534,3.73276,0.707139,3.12673,3595,12.3361,26.05875,-0.800677,2048,11.033768653869629,55.72
209.03,6.66,40783.58973479271,1.30693,2.60548,9.22888459877,3.6948,0.730519,3.90995,3596,14.4783,26.12875,2.77795,2048,12.040194272994995,36.34
202.11,1.31,40794.76823210716,1.31469,-0.794244,12.7190024545,3.72361,0.617764,4.86964,3597,10.7841,25.26375,-0.575419,2048,11.17116093635559,45.72
204.92,15.46,40805.95012164116,1.32249,3.13198,6.61835893557,3.75276,0.675707,4.53934,3598,10.0887,25.615,3.30599,2048,11.174513339996338,35.65
195.12,11.41,40817.26696515083,1.31045,-0.0602171,7.61816414893,3.70782,0.646503,4.32389,3599,11.2982,24.39,0.302471,2048,11.309637784957886,35.78
186.41,2.51,40827.95262527466,1.33752,-0.447333,12.0832150497,3.8096,0.680548,3.67072,3600,11.2781,23.30125,-0.174662,2048,10.678345918655396,36.33
188.75,2.91,40839.89713048935,1.32779,-2.55432,14.8074001242,3.77268,0.663164,3.26235,3601,15.4821,23.59375,-2.05889,2048,11.937167167663574,55.68
156.55,10.77,40851.824753284454,1.33609,-0.249651,7.74564948455,3.80414,0.58186,4.59637,3602,6.11581,19.56875,-0.153818,2048,11.920251607894897,35.84
211.02,5.88,40864.086839437485,1.3093,0.110947,15.0495346689,3.7036,0.654493,3.7719,3603,16.8326,26.3775,0.356505,2048,12.254861831665039,51.68
237.12,7.31,40875.72827386856,1.31851,1.17299,14.202015702,3.73785,0.689874,3.92485,3604,22.0347,29.64,1.44251,2048,11.63416862487793,51.23
190.41,1.09,40887.215107917786,1.31509,-4.0732,11.5762574236,3.72509,0.649897,3.4777,3605,16.0051,23.80125,-3.73258,2048,11.479423761367798,36.62
230.64,11.48,40897.943356752396,1.31331,0.738355,10.8602889004,3.71848,0.467432,5.32643,3606,14.9146,28.83,0.83229,2048,10.720133781433105,46.86
201.82,6.17,40908.63128781319,1.31426,-2.65224,14.2040766595,3.72198,0.632443,3.85474,3607,14.8262,25.2275,-2.49529,2048,10.680803298950195,51.31
211.43,20.89,40919.34174847603,1.31593,0.214104,6.50678383977,3.72823,0.676537,4.32492,3608,11.0993,26.42875,0.329327,2048,10.703377723693848,41.28
218.85,6.12,40931.06391096115,1.32894,-1.39724,13.2633837477,3.77703,0.651297,3.40929,3609,15.5725,27.35625,-1.15622,2048,11.714922189712524,51.36
198.82,5.97,40941.93520569801,1.3102,-0.0365027,11.1616472239,3.70693,0.650891,3.54258,3610,19.3926,24.8525,0.18217,2048,10.864166975021362,41.4
207.81,5.6,40954.53121757507,1.32086,1.37356,14.2735366478,3.74663,0.633849,2.7204,3611,23.969,25.97625,1.97471,2048,12.588627576828003,46.12
197.3,11.52,40965.73420596123,1.32392,-2.6092,6.672446609,3.75811,0.754044,3.06701,3612,17.1174,24.6625,-2.40506,2048,11.195697784423828,32.4
278.65,12.63,40976.98743844032,1.30755,3.74439,13.7205561453,3.69711,0.739142,3.69839,3613,21.4954,34.83125,4.15585,2048,11.245971918106079,61.32
194.6,10.78,40987.95484161377,1.31239,-1.2638,9.93122097227,3.71505,0.633615,4.06394,3614,14.6871,24.325,-1.14624,2048,10.960018873214722,37.3
233.31,15.71,40999.227884054184,1.31168,1.87648,11.8962482925,3.71239,0.666967,3.68825,3615,15.0377,29.16375,2.00238,2048,11.265891075134277,47.02
213.2,16.06,41010.39961910248,1.30469,-0.170885,5.25192107709,3.68655,0.727872,4.06281,3616,11.3963,26.65,0.110081,2048,11.164055824279785,31.29
229.97,15.94,41021.0996594429,1.30737,2.63506,8.16946286101,3.69646,0.691516,3.16185,3617,16.6816,28.74625,2.7936,2048,10.69271993637085,36.23
210.56,10.97,41032.51480913162,1.30221,-1.96334,12.1609199899,3.67742,0.698525,2.84481,3618,15.5696,26.32,-1.76246,2048,11.408127546310425,51.12
234.44,1.07,41043.5774769783,1.30734,-0.849877,15.2170480054,3.69631,0.661479,3.03974,3619,27.6464,29.305,-0.624586,2048,11.055121183395386,51.66
218.88,16.24,41054.89028787613,1.31728,3.40435,7.62820424477,3.73326,0.602693,4.92286,3620,13.2633,27.36,3.49388,2048,11.30580759048462,41.35
247.11,11.33,41065.99248957634,1.31779,2.0269,12.1618598881,3.73515,0.641145,3.28267,3621,16.6637,30.88875,2.23474,2048,11.09416389465332,51.8
246.94,16.98,41076.88926434517,1.32835,2.48931,13.3510624577,3.77483,0.605143,3.48997,3622,19.1092,30.8675,2.67931,2048,10.889684915542603,61.12
145.96,1.93,41088.03746962547,1.32249,-5.69285,10.1901656022,3.75275,0.634199,3.76906,3623,11.2143,18.245,-5.49361,2048,11.140865325927734,31.7
230.36,16.78,41098.610634088516,1.32056,-0.133676,9.03060213939,3.7455,0.733581,3.64537,3624,13.6604,28.795,0.0276713,2048,10.56552505493164,40.88
164.83,5.78,41111.461131334305,1.30814,-5.24374,9.53743012753,3.69927,0.703932,3.19053,3625,12.3085,20.60375,-5.01251,2048,12.843899488449097,35.56
165.55,10.97,41122.9572122097,1.31606,-3.47908,7.2054301355,3.72869,0.774655,3.8724,3626,13.0366,20.69375,-3.2577,2048,11.48924207687378,35.41
203.92,16.2,41134.0557513237,1.31295,-0.0192756,7.67823221842,3.71713,0.68127,3.25803,3627,14.7333,25.49,0.157464,2048,11.09137773513794,36.27
191.97,16.39,41144.67757630348,1.32178,-0.250834,6.88036324895,3.75009,0.596289,4.75821,3628,8.92758,23.99625,-0.0613775,2048,10.613655805587769,36.42
253.05,15.66,41156.08835554123,1.32109,0.687728,12.0043132222,3.7475,0.677339,4.19607,3629,14.9657,31.63125,0.984811,2048,11.402782678604126,50.81
235.36,16.27,41166.68181872368,1.31827,1.78228,9.68180768245,3.73693,0.643234,3.01062,3630,12.1788,29.42,1.99016,2048,10.586515426635742,46.36
260.79,0.97,41177.4692337513,1.31382,-0.788805,24.4535781827,3.72035,0.690204,2.71229,3631,31.3868,32.59875,-0.287853,2048,10.778902769088745,81.11
250.63,11.23,41188.26676630974,1.30431,-0.412216,15.8823010278,3.68516,0.715074,3.28428,3632,21.6945,31.32875,-0.22806,2048,10.789570808410645,56.9
223.89,6.81,41199.63121700287,1.30416,-0.720926,13.4983591017,3.68459,0.664823,3.92766,3633,19.2698,27.98625,-0.51882,2048,11.356528759002686,51.02
212.71,11.35,41210.604370594025,1.3134,0.644542,8.27189282677,3.71881,0.710851,3.50159,3634,10.2074,26.58875,0.747575,2048,10.965536117553711,40.91
237.0,16.24,41221.812383413315,1.30469,-2.80969,8.10916765149,3.68656,0.760795,3.17929,3635,22.4522,29.625,-2.36323,2048,11.200875997543335,40.79
243.96,10.58,41232.96635341644,1.29871,1.2285,14.0104353965,3.66457,0.760726,3.44383,3636,22.6113,30.495,1.55064,2048,11.146143674850464,51.43
250.79,10.96,41243.80819892883,1.30913,1.00007,10.9947310534,3.70297,0.747892,3.23231,3637,17.3634,31.34875,1.26549,2048,10.834385395050049,41.9
212.21,10.85,41255.68562936783,1.30812,-3.79129,10.883477084,3.6992,0.705957,3.33878,3638,17.9758,26.52625,-3.24285,2048,11.870309114456177,41.6
217.14,16.4,41266.91127824783,1.30202,-2.07536,11.5782465749,3.67671,0.681436,2.70451,3639,14.9887,27.1425,-1.96583,2048,11.218510150909424,55.83
165.54,6.8,41278.729890584946,1.30454,-2.91154,8.38280941869,3.68598,0.649804,4.98523,3640,7.90821,20.6925,-2.75602,2048,11.81157374382019,35.74
246.27,15.88,41289.44488239288,1.30393,3.61779,10.1192291425,3.68375,0.667481,4.0167,3641,26.3367,30.78375,3.90891,2048,10.707983493804932,46.82
253.22,16.03,41300.34655213356,1.3096,3.56305,10.4337765814,3.70471,0.707323,2.75539,3642,16.7029,31.6525,3.86076,2048,10.893800497055054,50.97
220.08,16.18,41311.22295451164,1.30314,0.209006,9.04333732645,3.68084,0.661602,4.08557,3643,19.237,27.51,0.431932,2048,10.869341611862183,40.81
195.52,6.58,41322.10829806328,1.30251,-3.55649,13.897923406,3.67851,0.70707,3.05118,3644,21.2451,24.44,-3.28633,2048,10.878364086151123,46.52
216.25,3.36,41333.36066031456,1.30071,-0.175558,15.1394579143,3.6719,0.770803,3.04555,3645,14.4091,27.03125,0.0760289,2048,11.244673252105713,50.72
241.21,16.17,41345.1538875103,1.29846,-1.16894,14.4256364136,3.66364,0.73404,3.4122,3646,25.2601,30.15125,-0.876477,2048,11.786201238632202,51.72
184.37,12.4,41355.864864587784,1.30315,-0.845373,8.40070821047,3.68087,0.754566,2.85235,3647,13.0099,23.04625,-0.787598,2048,10.703100442886353,35.7
231.43,20.74,41367.23510956764,1.30235,-0.308511,4.86889730201,3.67792,0.695445,3.69975,3648,16.6475,28.92875,-0.229003,2048,11.363201379776001,35.48
198.34,15.76,41378.05770945549,1.30764,-0.563099,6.47318266002,3.69745,0.725287,3.1925,3649,10.4126,24.7925,-0.443109,2048,10.815351724624634,35.8
223.87,11.6,41390.0689330101,1.29917,3.42505,9.63760205847,3.66624,0.726826,3.24146,3650,18.718,27.98375,3.64894,2048,12.003896236419678,41.9
215.86,11.76,41401.815395116806,1.30039,1.32879,15.2044539116,3.67073,0.685604,2.97296,3651,17.3704,26.9825,1.56735,2048,11.737850904464722,60.91
259.17,11.01,41415.89864230156,1.30223,5.06514,14.4368555592,3.67749,0.690909,3.16273,3652,19.1927,32.39625,5.35155,2048,14.076088190078735,55.59
241.97,16.22,41427.797236680984,1.30811,1.54458,10.6080947129,3.69918,0.739037,3.70523,3653,13.1511,30.24625,1.87089,2048,11.891477584838867,46.06
208.9,15.92,41439.85887002945,1.30556,-4.20755,7.26596302977,3.68974,0.731612,2.87738,3654,15.6936,26.1125,-4.04741,2048,12.05285382270813,36.28
165.45,3.17,41451.14142847061,1.30297,-3.48563,11.0055172953,3.68023,0.724564,3.1151,3655,8.56779,20.68125,-3.26877,2048,11.275480508804321,35.88
239.69,20.75,41462.61628341675,1.30326,1.58274,9.79778857383,3.68126,0.740488,2.9554,3656,17.8598,29.96125,1.8638,2048,11.467827558517456,46.61
189.09,20.81,41473.35629725456,1.30668,-2.63643,2.40678175942,3.69388,0.754058,3.79386,3657,9.85808,23.63625,-2.54503,2048,10.732617139816284,26.62
188.34,6.01,41484.75952959061,1.30582,-2.64011,9.25111445989,3.69071,0.734929,3.20688,3658,11.7406,23.5425,-2.53727,2048,11.3961021900177,36.72
206.32,5.39,41495.87655735016,1.30492,1.52947,10.8108464053,3.6874,0.690031,3.07836,3659,16.2271,25.79,1.77295,2048,11.109878540039062,42.15
219.36,10.96,41508.00343871117,1.31158,0.997362,8.39167295597,3.71205,0.718101,3.16411,3660,8.25698,27.42,1.05796,2048,12.119712114334106,40.81
159.1,10.9,41518.730370759964,1.31205,-3.20545,4.9501710829,3.71377,0.684457,3.21466,3661,11.51,19.8875,-3.06078,2048,10.719884395599365,26.35
239.83,10.52,41530.00353908539,1.30387,-0.365413,14.015124364,3.68353,0.78112,3.89728,3662,23.5223,29.97875,-0.0762746,2048,11.251553535461426,51.28
253.1,10.89,41540.67951488495,1.30009,-3.06703,13.170399339,3.66963,0.732816,3.4538,3663,20.5583,31.6375,-2.71862,2048,10.66875171661377,51.12
178.22,7.68,41551.636971473694,1.29358,-3.15293,9.51926697546,3.64583,0.771827,3.53244,3664,10.1124,22.2775,-3.00967,2048,10.950226783752441,35.51
232.98,15.62,41563.08235049248,1.30713,0.251524,7.91086080967,3.69554,0.6688,3.84517,3665,20.7012,29.1225,0.384585,2048,11.438351154327393,45.91
241.71,5.66,41574.12245106697,1.31079,0.640226,13.6342362616,3.70909,0.683271,3.06388,3666,24.5658,30.21375,0.826406,2048,11.029736995697021,45.99
229.01,21.13,41584.97939348221,1.30025,-0.211325,7.94933792448,3.6702,0.735603,3.37931,3667,14.8858,28.62625,-0.0971532,2048,10.849670171737671,46.43
208.99,11.06,41596.61885380745,1.3002,-0.991775,11.1871275776,3.67003,0.717966,2.66524,3668,11.1946,26.12375,-0.871976,2048,11.632189750671387,41.19
247.59,21.48,41608.52705693245,1.30318,1.55651,7.41353228478,3.681,0.750846,3.09317,3669,16.3749,30.94875,1.7568,2048,11.900161743164062,45.98
190.45,7.65,41619.885407447815,1.2985,-0.584475,12.9311087474,3.6638,0.771759,2.81951,3670,20.516,23.80625,-0.339202,2048,11.350759029388428,46.0
254.07,16.16,41630.99232316017,1.30053,2.26031,8.35543002708,3.67123,0.724666,3.09116,3671,24.389,31.75875,2.37993,2048,11.09900689125061,41.05
188.6,10.72,41641.70202589035,1.29438,-2.18642,11.7541237445,3.64873,0.736693,3.85173,3672,15.792,23.575,-1.94604,2048,10.70194387435913,50.62
228.59,10.67,41653.0298063755,1.29704,-0.143008,15.3926061288,3.65845,0.738769,4.69299,3673,25.4699,28.57375,0.025369,2048,11.32078218460083,51.44
190.2,11.06,41664.841002464294,1.29928,-1.27099,6.74416970427,3.66667,0.739114,2.92465,3674,13.1875,23.775,-1.05007,2048,11.804301023483276,31.8
204.18,15.53,41676.54932975769,1.30312,0.83278,6.15833936626,3.68078,0.709535,3.61551,3675,11.2657,25.5225,0.957401,2048,11.702042579650879,35.85
189.97,15.56,41687.34414792061,1.29507,-2.71907,8.37135881667,3.65124,0.7505,3.00725,3676,11.0026,23.74625,-2.56634,2048,10.787339925765991,41.11
194.56,16.4,41698.2095041275,1.30532,0.961966,4.23623653731,3.68887,0.753879,3.62607,3677,8.87468,24.32,1.08991,2048,10.858219146728516,30.87
270.47,16.18,41709.58738231659,1.29433,2.15273,11.2864381422,3.64855,0.749899,3.08614,3678,18.4406,33.80875,2.42911,2048,11.370111465454102,51.23
217.58,5.62,41720.548718214035,1.29953,-2.1242,12.433711986,3.66756,0.732471,3.8209,3679,16.0854,27.1975,-1.92295,2048,10.95425820350647,40.62
157.23,10.82,41732.2527782917,1.3004,-3.5335,6.03114818567,3.67075,0.656265,4.79091,3680,13.7088,19.65375,-3.26598,2048,11.696982860565186,30.92
265.74,16.48,41743.8884665966,1.29567,1.91005,12.792310923,3.65343,0.71885,3.62857,3681,19.1346,33.2175,2.06503,2048,11.6284499168396,46.67
230.2,16.33,41754.64647746086,1.30062,0.0999768,7.96815066374,3.67156,0.671644,3.99119,3682,16.7037,28.775,0.234142,2048,10.750705003738403,41.19
220.32,15.86,41766.382823228836,1.29939,-0.225557,7.96051662896,3.66704,0.740967,4.33781,3683,11.6796,27.54,-0.130642,2048,11.728432655334473,41.56
243.62,16.22,41777.94472837448,1.30403,1.09889,8.83174777436,3.68412,0.722598,3.19452,3684,19.0241,30.4525,1.32755,2048,11.554346561431885,46.13
217.83,15.54,41789.88837528229,1.29662,-2.86174,16.8405755821,3.65691,0.700605,3.39212,3685,20.6796,27.22875,-2.43586,2048,11.93651008605957,66.25
189.91,15.82,41800.49553203583,1.3084,-0.58666,6.57888181513,3.70024,0.748728,3.81048,3686,7.41044,23.73875,-0.450117,2048,10.600103855133057,36.05
246.59,16.74,41811.52015423775,1.30054,3.97859,12.6680335269,3.67127,0.733202,2.89619,3687,20.4057,30.82375,4.15766,2048,11.017410039901733,56.12
205.62,2.68,41824.09509754181,1.30326,-1.16718,12.5403207196,3.68129,0.71029,3.78063,3688,15.6001,25.7025,-0.904933,2048,12.56773853302002,41.35
225.67,6.25,41835.80617046356,1.30953,1.04264,10.5338151179,3.70444,0.658365,4.01967,3689,13.4475,28.20875,1.23976,2048,11.702672004699707,46.33
195.78,11.12,41847.58619618416,1.31229,-1.00661,7.64482300318,3.71466,0.721382,3.58388,3690,11.4134,24.4725,-0.925096,2048,11.772135019302368,36.17
199.04,11.1,41858.70306444168,1.30237,0.18417,9.15066664238,3.67799,0.688224,3.36116,3691,14.6143,24.88,0.34301,2048,11.109725713729858,36.28
205.64,6.96,41869.5307226181,1.30459,1.7053,8.8699844983,3.68619,0.678356,3.91506,3692,11.3216,25.705,1.87182,2048,10.820582389831543,35.69
189.8,6.54,41880.31753325462,1.30604,-1.14198,10.3365673703,3.69153,0.719608,3.58114,3693,13.1805,23.725,-0.925092,2048,10.778777122497559,41.52
230.8,16.64,41891.34854412079,1.30576,2.43458,7.75453415751,3.69049,0.742033,3.32115,3694,21.7253,28.85,2.60525,2048,11.023747682571411,41.09
199.57,1.7,41902.68671011925,1.31072,-0.217907,11.2010523362,3.70884,0.694163,3.76576,3695,13.4879,24.94625,0.0728289,2048,11.330870628356934,36.97
230.31,16.12,41915.38894152641,1.2991,2.2073,13.5482678206,3.66601,0.738908,3.20947,3696,19.2672,28.78875,2.45241,2048,12.694241762161255,61.4
216.18,15.49,41926.63430595398,1.30414,0.0298204,9.94923081198,3.68451,0.722136,3.14056,3697,12.5969,27.0225,0.196214,2048,11.238107919692993,42.06
241.16,21.66,41937.81870055199,1.3003,1.40812,5.86210286501,3.67041,0.747047,3.62888,3698,15.4086,30.145,1.51325,2048,11.177071332931519,41.13
214.76,21.01,41948.57281208038,1.31115,-1.84498,5.23767601136,3.71042,0.72137,3.43871,3699,21.6334,26.845,-1.76448,2048,10.74713921546936,36.2
175.92,12.2,41959.64496803284,1.30777,-1.29681,7.00277623518,3.69791,0.694492,2.57375,3700,8.10841,21.99,-1.16299,2048,11.06579327583313,31.12
248.01,16.1,41970.17106842995,1.30778,1.3125,9.29513641307,3.69797,0.726679,3.68187,3701,19.8772,31.00125,1.41994,2048,10.518558263778687,46.02
208.52,15.96,41980.83056473732,1.31486,-3.05872,7.05581143456,3.72424,0.710789,3.57955,3702,14.3961,26.065,-2.95185,2048,10.652243614196777,40.93
243.23,10.99,41992.28649044037,1.30916,1.94883,11.3068076148,3.70306,0.719508,3.45968,3703,12.7069,30.40375,2.13956,2048,11.448030471801758,51.02
233.12,20.73,42002.88340640068,1.3025,-3.17642,4.51796414328,3.6785,0.760073,3.3051,3704,12.1961,29.14,-3.04527,2048,10.589258193969727,36.54
256.7,16.04,42013.60120201111,1.30243,1.97411,13.2873480706,3.67822,0.77072,3.19849,3705,23.5241,32.0875,2.28123,2048,10.709904909133911,51.2
250.34,16.08,42025.03690648079,1.3017,0.453116,10.4297791803,3.67555,0.724626,3.67414,3706,25.2487,31.2925,0.616391,2048,11.42762303352356,51.49
258.75,16.69,42036.18192362785,1.30342,1.38483,9.80186326356,3.68187,0.73792,3.17494,3707,21.6661,32.34375,1.53511,2048,11.137993574142456,51.42
253.85,16.17,42046.689012765884,1.29863,-1.18737,9.34911551632,3.66428,0.733648,3.66175,3708,16.8988,31.73125,-0.994676,2048,10.499931573867798,45.56
268.93,16.33,42057.474133729935,1.30336,0.327572,13.7538421337,3.68163,0.696267,3.7817,3709,30.4337,33.61625,0.634009,2048,10.777862548828125,50.96
164.87,1.42,42068.237792253494,1.31252,-5.90892,10.0748528991,3.71554,0.679231,4.29436,3710,16.1876,20.60875,-5.7824,2048,10.756632566452026,31.85
238.74,20.79,42078.88234448433,1.3093,0.33549,7.75223153357,3.70358,0.752784,3.1167,3711,14.097,29.8425,0.382363,2048,10.637505292892456,41.01
188.99,0.95,42090.332913160324,1.30312,-7.26915,13.3394939348,3.68077,0.747376,2.6314,3712,19.8859,23.62375,-7.07433,2048,11.443887710571289,41.43
265.84,21.14,42101.402368307114,1.29889,-0.0789089,8.34758348266,3.66522,0.717848,3.25483,3713,13.0549,33.23,0.0568536,2048,11.06234073638916,41.42
220.63,10.88,42112.63087058067,1.30384,-3.10197,13.7640895426,3.68341,0.781632,4.08697,3714,13.46,27.57875,-2.85509,2048,11.22155475616455,51.05
201.58,0.83,42123.79278063774,1.30274,-4.28216,19.600721766,3.67938,0.724642,3.0938,3715,27.9878,25.1975,-3.96268,2048,11.154130458831787,60.97
271.01,21.39,42134.40773010254,1.29596,4.86475,10.3035041824,3.65451,0.728774,3.95024,3716,19.6598,33.87625,5.10966,2048,10.60790467262268,51.26
260.58,16.2,42146.06011748314,1.2995,0.800552,12.787325512,3.66746,0.735285,3.74098,3717,24.6491,32.5725,0.980306,2048,11.645426273345947,55.99
