ItrTime,Iteration,TotalReturn,MinReturn,Loss,MaxReturn,Time,AverageReturn,NofTrajectories,StdReturn
30.688913822174072,56,55.7,0.22,0.157206,20.47,1753.140593290329,5.57,200,6.80269358416
30.60446810722351,57,56.61,0.34,0.000177323,10.52,1783.7498321533203,5.661,200,3.15903292164
30.630329370498657,58,17.66,0.28,0.157918,5.91,1814.3853051662445,1.766,200,2.06055429436
30.705278635025024,59,35.84,0.45,0.000227203,10.42,1845.0954446792603,3.584,200,3.93082230583
30.66351294517517,60,67.06,0.1,0.000234564,20.97,1875.7693972587585,6.706,200,7.30958712924
30.635958671569824,61,26.85,0.41,0.314825,10.84,1906.4101226329803,2.685,200,3.45108171448
30.678342819213867,62,56.07,0.49,0.000172438,15.55,1937.0937674045563,5.607,200,5.4216658879
30.61843991279602,63,37.53,0.27,0.156767,11.1,1967.717941045761,3.753,200,3.48528061998
30.658055305480957,64,47.06,0.34,0.000196083,15.75,1998.3807971477509,4.706,200,5.40432826538
30.65236759185791,65,26.85,0.34,0.000137079,10.52,2029.0381166934967,2.685,200,3.30559601282
30.705780267715454,66,56.14,0.27,0.15702,11.04,2059.748881816864,5.614,200,4.57597902093
30.643609762191772,67,47.27,0.41,0.157046,15.32,2090.3972840309143,4.727,200,4.81254620757
30.777946949005127,68,47.14,0.31,0.000192699,15.99,2121.180221557617,4.714,200,4.48913399221
30.955753087997437,69,45.95,0.27,0.000101871,15.62,2152.1409120559692,4.595,200,4.9211528121
30.734825134277344,70,46.96,0.39,0.000373396,10.77,2182.884021997452,4.696,200,3.76500517928
30.61992835998535,71,27.23,0.46,0.000169617,11.1,2213.50888133049,2.723,200,4.08596634837
30.69978380203247,72,56.8,0.45,0.156533,15.45,2244.213504552841,5.68,200,5.48745660575
30.741976499557495,73,103.36,0.25,0.156976,25.78,2274.960541009903,10.336,200,7.65215159285
30.74773120880127,74,56.34,0.39,0.000166177,10.74,2305.7132148742676,5.634,200,3.9256087426
30.64613914489746,75,46.49,0.52,0.000174518,10.51,2336.364182472229,4.649,200,2.96633595535
30.59512972831726,76,36.83,0.32,0.157332,15.91,2366.9641873836517,3.683,200,5.13976857456
30.630983591079712,77,26.57,0.29,0.157249,6.47,2397.60031580925,2.657,200,2.68289787357
30.611135005950928,78,55.96,0.27,0.000211315,20.58,2428.216729402542,5.596,200,6.4212151498
30.708007335662842,79,46.47,0.33,0.157078,10.86,2458.9296538829803,4.647,200,4.46032297037
30.558185815811157,80,46.81,0.64,0.000147495,10.42,2489.492822408676,4.681,200,3.66178767817
30.644939422607422,81,56.92,0.5,0.157248,10.82,2520.1426217556,5.692,200,4.49669612049
30.746622800827026,82,76.15,0.44,0.000194311,30.66,2550.8939895629883,7.615,200,9.61333682963
30.715961694717407,83,36.04,0.24,0.000225502,10.83,2581.6147241592407,3.604,200,3.31902756843
30.749261140823364,84,31.81,0.49,0.158242,5.96,2612.3689439296722,3.181,200,2.37721875308
30.71222972869873,85,46.79,0.26,0.316285,11.15,2643.086343765259,4.679,200,3.88695369152
30.768134355545044,86,35.73,0.22,0.00024096,15.54,2673.8592875003815,3.573,200,5.03000208747
30.72384214401245,87,37.68,0.49,0.000415863,10.95,2704.5879220962524,3.768,200,4.11259966445
30.716362237930298,88,75.28,0.28,0.000167559,15.57,2735.309079647064,7.528,200,4.62836645049
31.579707622528076,89,64.88,0.4,0.000322618,10.51,2766.8937442302704,6.488,200,3.01163676429
30.791250228881836,90,27.56,0.64,0.469991,5.83,2797.6897478103638,2.756,200,2.40168357616
30.630770683288574,91,35.68,0.47,0.000122486,10.68,2828.325432538986,3.568,200,3.96831651963
30.763070106506348,92,56.91,0.35,0.158306,15.99,2859.0934081077576,5.691,200,5.62846240105
30.780128002166748,93,26.18,0.45,0.15701,6.21,2889.878536462784,2.618,200,2.47046068578
30.79590129852295,94,26.16,0.39,0.000115747,5.66,2920.679287672043,2.616,200,2.37794112627
30.76374626159668,95,27.43,0.33,0.000252205,10.62,2951.4479455947876,2.743,200,3.26281182418
30.74235725402832,96,27.36,0.5,0.000209086,5.93,2982.195466041565,2.736,200,2.49573716565
30.6846866607666,97,16.58,0.29,0.000127109,5.62,3012.8851568698883,1.658,200,1.98884790771
30.689748764038086,98,54.82,0.23,0.00024982,20.54,3043.5797307491302,5.482,200,6.34513482914
30.73646378517151,99,72.07,0.51,0.313827,20.88,3074.3211994171143,7.207,200,6.36932029341
30.767256498336792,100,28.72,0.44,0.000147596,6.22,3105.093185901642,2.872,200,2.59362217757
30.635945320129395,101,66.55,0.4,0.00012583,15.73,3135.733988761902,6.655,200,5.46527446703
30.878870010375977,102,76.61,0.24,0.000272102,15.63,3166.617660045624,7.661,200,5.6127309752
30.649817943572998,103,37.56,0.35,0.157754,6.0,3197.272317171097,3.756,200,2.43326611779
31.205634593963623,104,80.77,0.27,0.000133472,20.48,3228.483106136322,8.077,200,6.77356043747
30.62309193611145,105,17.22,0.29,0.000179087,5.49,3259.110987186432,1.722,200,1.8578579063
30.732104063034058,106,17.11,0.35,0.157335,5.7,3289.8479964733124,1.711,200,1.9678437438
30.604529857635498,107,37.28,0.53,0.157399,10.84,3320.4574551582336,3.728,200,3.37475865804
30.728596925735474,108,84.75,0.41,0.000200185,15.67,3351.191073656082,8.475,200,5.55505940562
30.67404794692993,109,74.87,0.33,0.156906,15.36,3381.870243549347,7.487,200,3.96331944208
30.861196279525757,110,84.63,0.26,0.156293,20.44,3412.7396087646484,8.463,200,6.79658598121
30.955409049987793,111,47.15,0.28,0.157072,10.96,3443.699974298477,4.715,200,3.94494423281
30.795555591583252,112,28.22,0.28,0.31368,6.32,3474.500459432602,2.822,200,2.71328877932
30.687463998794556,113,54.48,0.11,0.000159135,15.89,3505.1926674842834,5.448,200,4.58171758187
30.827147483825684,114,46.37,0.4,0.31363,10.77,3536.024791240692,4.637,200,3.71506944753
30.698589086532593,115,47.26,0.22,0.157775,10.73,3566.7282977104187,4.726,200,3.79487601906
30.828779458999634,116,56.26,0.41,0.000207578,10.69,3597.5620324611664,5.626,200,3.20000375
30.691709280014038,117,54.45,0.24,0.000246984,15.73,3628.258915901184,5.445,200,5.0307916872
30.817103147506714,118,43.01,0.75,0.000115011,10.56,3659.0809898376465,4.301,200,3.10889835794
30.876151084899902,119,65.89,0.26,0.000150583,15.69,3689.9620122909546,6.589,200,5.29866860636
30.878081798553467,120,48.14,0.56,0.156912,15.97,3720.8449149131775,4.814,200,5.79967619786
30.806641817092896,121,57.94,0.36,0.000154008,15.67,3751.6567912101746,5.794,200,4.9464516575
30.84016227722168,122,26.89,0.38,0.000148578,10.62,3782.5017387866974,2.689,200,3.26102575887
30.743269681930542,123,16.62,0.33,0.00019407,5.52,3813.2503068447113,1.662,200,1.89951993935
30.838135957717896,124,84.98,0.24,0.000225761,15.79,3844.0933980941772,8.498,200,5.6351837592
30.75089192390442,125,27.55,0.57,0.15651,5.84,3874.8492777347565,2.755,200,2.40703655976
30.826316118240356,126,49.06,0.33,0.000196229,11.48,3905.68084859848,4.906,200,4.1425166264
30.85669255256653,127,46.25,0.22,0.157174,11.01,3936.5427069664,4.625,200,3.8913448832
31.004443407058716,128,67.14,0.62,0.157566,15.75,3967.551971912384,6.714,200,4.37456786437
30.997342109680176,129,26.39,0.47,0.156416,5.79,3998.5543484687805,2.639,200,2.43688099833
30.993354082107544,130,47.57,0.5,0.000244522,10.95,4029.5535917282104,4.757,200,4.36359725456
30.89188289642334,131,26.19,0.31,0.315544,5.86,4060.450437068939,2.619,200,2.47531997932
30.9115891456604,132,55.48,0.48,7.5951e-05,10.68,4091.366815805435,5.548,200,3.82132123748
30.831934690475464,133,45.79,0.32,0.158322,10.84,4122.203647613525,4.579,200,3.85512243645
31.086184978485107,134,15.62,0.3,0.156228,5.53,4153.294674158096,1.562,200,1.93633055029
30.861223936080933,135,76.32,0.66,0.157273,15.75,4184.1607410907745,7.632,200,5.95544926937
30.99898099899292,136,55.22,0.31,0.156888,15.9,4215.164724826813,5.522,200,5.61912413104
30.941357135772705,137,26.97,0.49,0.0001012,10.63,4246.110999584198,2.697,200,3.26491669113
30.948374271392822,138,55.43,0.42,0.156281,10.67,4277.064165830612,5.543,200,3.82953796169
31.019397258758545,139,58.09,0.49,0.000207731,11.21,4308.088536500931,5.809,200,3.97887534361
31.06968331336975,140,18.02,0.54,0.156758,6.1,4339.163088083267,1.802,200,2.13364383157
31.160496950149536,141,27.04,0.34,0.000144134,5.67,4370.328580856323,2.704,200,2.29095264028
31.096930980682373,142,34.89,0.36,0.00010073,6.24,4401.430426359177,3.489,200,2.52445419844
31.055487155914307,143,65.37,0.29,0.000183622,20.63,4432.490895271301,6.537,200,5.35970157751
31.249183416366577,144,77.1,0.18,0.000138424,20.82,4463.745021104813,7.71,200,7.80530204412
31.090534448623657,145,27.94,0.34,0.000124158,5.94,4494.840532541275,2.794,200,2.42193393799
31.116817712783813,146,17.74,0.57,0.000146029,5.92,4525.9622893333435,1.774,200,1.99903076515
31.93892478942871,147,17.72,0.37,0.000343107,6.13,4557.906011343002,1.772,200,2.18834092408
31.39549493789673,148,17.28,0.49,0.158005,5.58,4589.306478500366,1.728,200,1.92468075275
31.051637649536133,149,27.07,0.48,0.313593,10.75,4620.363171815872,2.707,200,3.96678975999
30.9893536567688,150,56.5,0.43,0.157557,15.79,4651.357350349426,5.65,200,5.03838069225
31.159905195236206,151,65.48,0.46,0.000207996,20.79,4682.522459745407,6.548,200,6.26202650905
31.11349606513977,152,27.13,0.38,9.54307e-05,5.88,4713.640780210495,2.713,200,2.40810734811
31.232553482055664,153,16.96,0.1,0.000333477,5.88,4744.878249406815,1.696,200,2.03251174658
31.29262089729309,154,27.75,0.5,0.15743,10.73,4776.176039934158,2.775,200,3.33232426393
31.16325831413269,155,24.96,0.2,0.000125785,6.6,4807.3440663814545,2.496,200,2.68757213857
31.081390857696533,156,46.47,0.6,0.000110144,10.78,4838.43026804924,4.647,200,4.31357635843
31.15124821662903,157,65.49,0.62,0.000236607,15.71,4869.5867030620575,6.549,200,4.38033206504
31.17217993736267,158,61.71,0.46,0.157476,15.92,4900.763822078705,6.171,200,5.77768024383
31.054776906967163,159,17.38,0.52,0.000145102,6.08,4931.823505163193,1.738,200,2.11433582952
31.15667963027954,160,36.67,0.42,0.392876,10.47,4962.985008955002,3.667,200,3.16852978525
31.019207239151,161,87.05,0.27,0.156236,25.59,4994.009083509445,8.705,200,8.0853933114
31.162808418273926,162,68.17,0.45,0.000102567,16.03,5025.177200317383,6.817,200,4.42517129612
31.06129288673401,163,57.69,0.17,0.157025,16.36,5056.243665933609,5.769,200,5.74603071694
31.089181184768677,164,6.76,0.23,9.67463e-05,1.1,5087.337682247162,0.676,200,0.247798305079
31.10770869255066,165,46.09,0.19,0.314324,16.06,5118.45033621788,4.609,200,6.04387698419
31.22745394706726,166,36.91,0.32,0.156831,10.86,5149.682612419128,3.691,200,4.08616066742
31.077062845230103,167,38.06,0.42,0.000203956,10.67,5180.764666080475,3.806,200,3.2604269659
31.22006583213806,168,26.26,0.06,0.31304,10.82,5211.989676952362,2.626,200,3.50003199985
31.055058479309082,169,26.07,0.53,0.157191,5.69,5243.0495319366455,2.607,200,2.27545182326
31.199402809143066,170,26.57,0.31,0.000185191,10.66,5274.253753662109,2.657,200,3.37605109558
31.065078735351562,171,27.36,0.45,0.000288301,5.7,5305.323665857315,2.736,200,2.3434854384
31.103264570236206,172,57.21,0.94,0.157323,10.57,5336.431868314743,5.721,200,3.03120256664
31.195419788360596,173,47.88,0.28,0.000170521,11.35,5367.632043123245,4.788,200,3.90402305321
31.197009801864624,174,26.9,0.25,0.313715,10.63,5398.8339948654175,2.69,200,3.20176513817
31.148452281951904,175,36.52,0.38,0.000179366,10.8,5429.9876165390015,3.652,200,4.05296138644
31.168776750564575,176,46.54,0.42,0.313098,15.83,5461.161590099335,4.654,200,5.40274596849
31.096630334854126,177,68.46,0.55,0.157945,16.17,5492.263031959534,6.846,200,5.07599881797
31.142894506454468,178,27.49,0.26,0.000175575,10.8,5523.410804033279,2.749,200,3.35832234903
31.201722145080566,179,25.32,0.21,0.156805,10.14,5554.617708683014,2.532,200,3.15543594452
31.170268774032593,180,26.92,0.44,0.157071,10.37,5585.792776823044,2.692,200,3.31307651587
31.234341144561768,181,61.68,0.32,9.53398e-05,16.01,5617.031893968582,6.168,200,5.81977112952
31.275007486343384,182,39.72,0.23,0.157608,16.51,5648.311768531799,3.972,200,5.26029238731
31.25162696838379,183,17.61,0.66,0.000167474,5.75,5679.568189620972,1.761,200,1.95747515948
31.12731909751892,184,46.52,0.54,0.000129519,10.39,5710.700504541397,4.652,200,2.91996164358
31.115845918655396,185,94.44,5.25,0.156617,15.44,5741.821508169174,9.444,200,3.69777284321
31.156097650527954,186,35.74,0.23,0.157549,10.78,5772.982383728027,3.574,200,3.98154040542
31.243510007858276,187,16.03,0.22,0.157812,5.83,5804.2310173511505,1.603,200,2.03416346442
31.240744590759277,188,25.1,0.26,0.00013833,5.85,5835.476695537567,2.51,200,2.60532147728
31.138495206832886,189,64.72,0.13,0.00014768,11.08,5866.620413064957,6.472,200,4.37338038593
31.15656805038452,190,37.67,0.49,8.05771e-05,10.78,5897.781778097153,3.767,200,3.93967270214
31.325511932373047,191,58.16,0.43,0.000202456,11.12,5929.1121616363525,5.816,200,4.03266462776
31.16353154182434,192,17.39,0.48,0.00020238,5.91,5960.280783176422,1.739,200,2.03678889431
31.275619983673096,193,46.49,0.5,0.314379,10.41,5991.561201334,4.649,200,2.86596388672
31.106993675231934,194,34.49,0.1,0.000202312,10.27,6022.673510789871,3.449,200,3.32182916478
31.466443061828613,195,16.94,0.24,0.156536,5.67,6054.145182132721,1.694,200,1.90681514573
31.208380460739136,196,38.25,0.55,0.000133123,15.43,6085.358569145203,3.825,200,4.93778138439
31.29106092453003,197,46.53,0.61,0.000174334,10.72,6116.654447078705,4.653,200,3.00657296602
31.12994956970215,198,54.54,0.32,0.000135994,15.36,6147.7891845703125,5.454,200,5.46756838092
31.501814126968384,199,27.03,0.43,0.000173516,11.03,6179.296146392822,2.703,200,4.00350608842
31.33197331428528,200,36.49,0.55,0.000131701,10.63,6210.639659643173,3.649,200,3.27620344301
31.33853816986084,201,27.32,0.44,0.314201,6.04,6241.983218193054,2.732,200,2.43188733292
31.19562315940857,202,86.25,0.32,0.000184677,15.91,6273.183792114258,8.625,200,6.55098656692
31.828733205795288,203,17.31,0.52,0.000123195,5.57,6305.017462968826,1.731,200,1.84227820917
32.101765871047974,204,27.72,0.47,7.29916e-05,10.69,6337.1242253780365,2.772,200,3.28266903601
31.505762577056885,205,37.15,0.08,0.000141017,10.33,6368.634954214096,3.715,200,3.80748539065
31.41332745552063,206,27.91,0.19,0.157365,11.18,6400.0529980659485,2.791,200,4.16975886593
31.365731954574585,207,75.87,0.29,0.000126249,10.92,6431.423590183258,7.587,200,4.06293994541
31.33708357810974,208,91.08,0.23,0.000251839,20.73,6462.765548944473,9.108,200,7.15538370739
31.332096099853516,209,46.19,0.2,0.314439,10.6,6494.102649450302,4.619,200,3.02453450964
31.283655166625977,210,46.09,0.31,0.156661,15.44,6525.391103029251,4.609,200,4.90104978551
31.30147433280945,211,52.55,0.42,0.156811,15.94,6556.697504520416,5.255,200,4.79809180821
31.146508932113647,212,36.76,0.53,0.000266682,10.85,6587.849183559418,3.676,200,4.0081022941
31.25086283683777,213,18.63,0.36,0.157182,6.11,6619.1049880981445,1.863,200,2.14580078292
31.276119232177734,214,29.19,0.3,0.157249,6.32,6650.386271953583,2.919,200,2.65846741564
31.220706939697266,215,44.93,0.34,8.78674e-05,10.64,6681.611887216568,4.493,200,3.78016414987
31.136796712875366,216,56.85,0.21,0.312969,10.9,6712.753635406494,5.685,200,3.92233412651
31.13774561882019,217,36.59,0.26,0.157109,10.68,6743.896188497543,3.659,200,3.29139013184
31.20539927482605,218,34.41,0.3,0.157639,10.42,6775.106506824493,3.441,200,3.95844780185
31.09099531173706,219,36.76,0.35,0.157707,11.04,6806.202455282211,3.676,200,4.00822953435
31.201948404312134,220,36.52,0.41,0.000105216,10.34,6837.409445285797,3.652,200,3.25367730422
31.088768005371094,221,26.43,0.49,0.000163132,10.7,6868.503259181976,2.643,200,3.31690834965
31.1769118309021,222,56.72,0.53,8.19675e-05,10.7,6899.685330629349,5.672,200,4.38110442697
31.20346212387085,223,36.31,0.29,7.50663e-05,11.12,6930.893612146378,3.631,200,3.49172579107
31.435912132263184,224,45.73,0.25,0.00016064,10.64,6962.334440231323,4.573,200,3.75513262083
31.194667100906372,225,27.31,0.27,0.000118176,6.12,6993.5342519283295,2.731,200,2.49724027679
31.30002236366272,226,98.83,5.31,0.000139075,25.89,7024.8391234874725,9.883,200,6.34902362572
31.183266401290894,227,55.93,0.77,0.000199905,10.53,7056.027251958847,5.593,200,3.08589063319
31.21892023086548,228,47.57,0.52,0.000190181,15.24,7087.251082420349,4.757,200,4.7963091018
31.265591382980347,229,27.28,0.32,0.000103641,6.1,7118.521655797958,2.728,200,2.52076496326
31.36464500427246,230,37.54,0.48,0.157696,10.62,7149.89458656311,3.754,200,3.26018465735
31.211654901504517,231,27.3,0.33,0.000212164,5.92,7181.111352443695,2.73,200,2.37006329029
31.384459257125854,232,16.59,0.19,0.000194308,5.64,7212.501172542572,1.659,200,1.96789964175
31.35328459739685,233,46.93,0.39,0.156607,16.42,7243.859209775925,4.693,200,4.58597437847
31.256794452667236,234,55.01,0.15,8.77699e-05,10.72,7275.120928764343,5.501,200,4.50545103181
31.25364899635315,235,56.64,0.23,7.46635e-05,16.06,7306.379333019257,5.664,200,6.11844620798
31.349679708480835,236,36.33,0.31,0.313844,10.53,7337.7338943481445,3.633,200,3.91619981615
31.313928365707397,237,16.3,0.27,9.07137e-05,5.82,7369.052813529968,1.63,200,2.09279239295
31.30049729347229,238,7.91,0.47,0.000152854,1.22,7400.35826086998,0.791,200,0.185334832128
31.283483266830444,239,37.03,0.33,0.156795,11.06,7431.646693229675,3.703,200,3.42093276754
31.364956617355347,240,37.95,0.28,8.59001e-05,10.75,7463.0165474414825,3.795,200,3.3120816717
31.398866415023804,241,37.55,0.49,0.156873,10.9,7494.420250415802,3.755,200,3.99608621028
31.42978811264038,242,36.8,0.3,0.157807,10.31,7525.85487985611,3.68,200,3.82865250447
31.40509557723999,243,48.31,0.21,8.33734e-05,15.78,7557.264735460281,4.831,200,5.84913403847
31.401583909988403,244,27.08,0.42,0.3131,10.65,7588.6714832782745,2.708,200,3.23721423449
31.347580671310425,245,36.36,0.51,0.156918,10.6,7620.02397108078,3.636,200,3.22762203487
31.47464680671692,246,55.58,0.51,0.000150796,15.3,7651.503697633743,5.558,200,4.95118733235
31.472854137420654,247,55.53,0.45,0.000129027,15.36,7682.981520414352,5.553,200,4.42980823513
31.479711771011353,248,26.99,0.45,8.3683e-05,10.75,7714.466055870056,2.699,200,3.97883010444
31.365512371063232,249,28.6,0.76,0.156331,10.63,7745.836421728134,2.86,200,3.17379583464
31.50340962409973,250,26.29,0.47,8.31921e-05,5.55,7777.344579696655,2.629,200,2.34846524352
31.300116062164307,251,17.45,0.48,0.313868,5.63,7808.6496250629425,1.745,200,1.93311794777
31.41327214241028,252,17.64,0.26,0.00016774,5.56,7840.067804813385,1.764,200,1.899264068
31.420815467834473,253,25.83,0.26,0.157272,11.21,7871.493356227875,2.583,200,3.55019168497
31.390172958374023,254,46.79,0.42,0.314221,15.43,7902.888732910156,4.679,200,4.84560099472
31.35978937149048,255,37.79,0.31,0.00013513,10.46,7934.253471374512,3.779,200,3.72280660255
31.469318151474,256,35.83,0.27,9.36235e-05,10.31,7965.727617025375,3.583,200,3.23336063562
31.42605757713318,257,27.24,0.52,0.000147134,5.85,7997.158465147018,2.724,200,2.49326773532
31.538098573684692,258,35.66,0.07,0.000116791,10.33,8028.701374530792,3.566,200,3.29501198784
31.41593647003174,259,46.98,0.36,0.314413,10.61,8060.122341156006,4.698,200,3.72236967535
31.593111038208008,260,35.57,0.29,7.17055e-05,10.9,8091.720173835754,3.557,200,4.08512925132
31.51211452484131,261,17.17,0.35,0.156653,5.93,8123.237175226212,1.717,200,2.05378698993
32.25982737541199,262,46.09,0.44,0.000132506,10.49,8155.502186536789,4.609,200,3.67820730792
31.48661494255066,263,16.81,0.35,0.157439,5.66,8186.993772268295,1.681,200,1.9582719423
31.463303565979004,264,85.97,0.32,0.156931,15.41,8218.461859703064,8.597,200,4.14896143631
31.43672013282776,265,46.74,0.38,0.313648,15.82,8249.903712511063,4.674,200,4.96604309285
31.5091335773468,266,27.48,0.27,0.15714,5.87,8281.417693138123,2.748,200,2.47934184815
31.493387699127197,267,76.06,0.37,0.470882,20.87,8312.916044473648,7.606,200,8.74321931556
31.48602795600891,268,17.54,0.44,0.000168587,5.63,8344.407047510147,1.754,200,1.94022782167
31.58014750480652,269,37.03,0.48,0.000193581,10.78,8375.991954803467,3.703,200,3.3620917596
32.07966089248657,270,64.19,0.25,0.156375,20.41,8408.076349973679,6.419,200,6.6428735499
31.521440744400024,271,57.17,0.34,0.31493,16.01,8439.602659702301,5.717,200,5.14222140714
31.542890310287476,272,17.15,0.35,0.156964,5.67,8471.150530576706,1.715,200,1.95825560129
31.40736198425293,273,56.19,0.55,9.3576e-05,10.52,8502.562846422195,5.619,200,3.64409234241
31.449043035507202,274,37.07,0.37,0.157165,6.28,8534.016870498657,3.707,200,2.56318181173
31.58504891395569,275,27.95,0.45,5.94673e-05,5.74,8565.606860637665,2.795,200,2.27810557262
31.563361167907715,276,17.74,0.57,8.21139e-05,5.97,8597.175068855286,1.774,200,2.02751177555
31.66944146156311,277,46.71,0.17,0.157157,16.06,8628.849474430084,4.671,200,5.4966907317
31.503835678100586,278,37.49,0.45,0.156596,6.12,8660.358146429062,3.749,200,2.61900916379
31.66563057899475,279,27.01,0.43,0.156176,5.55,8692.028754234314,2.701,200,2.21920909335
31.53365731239319,280,55.25,0.18,0.000117221,20.77,8723.567434072495,5.525,200,5.97875446895
31.639525651931763,281,38.27,0.8,0.000153547,10.39,8755.212229967117,3.827,200,3.15712226561
32.068299531936646,282,45.82,0.52,0.000144521,6.14,8787.285562038422,4.582,200,1.96566426431
